Time,delete,insert,release,savepoint,select,update
2025-08-27 02:30:00,0.0034481034568961,0.0068962069137922,0.0,0.0,118.19581434721368,0.0103443103706883
2025-08-27 03:00:00,0.0090834915824915,0.0187380858585858,0.0,0.0,17.794287213365543,0.0364078164983164
2025-08-27 03:30:00,0.0,0.0,,,8.935632183908046,0.0
2025-08-27 04:00:00,0.0091954022988505,0.0189655172413793,,,14.716091954022987,0.0270114942528735
2025-08-27 04:30:00,0.0005747126436781,0.0022988505747126,,,16.039080459770116,0.0028735632183908
2025-08-27 05:00:00,0.0034482758620689,0.010919540229885,,,16.432183908045978,0.0132183908045977
2025-08-27 05:30:00,0.0045977011494252,0.014367816091954,,,15.427011494252874,0.0166666666666666
2025-08-27 06:00:00,0.0005747126436781,0.0005747126436781,,,11.216091954022987,0.0005747126436781
2025-08-27 06:30:00,0.0,0.0,,,6.838505747126437,0.0
2025-08-27 07:00:00,0.0,0.0,,,7.968390804597702,0.0
2025-08-27 07:30:00,0.000583571267292,0.0029178563364604,,,13.890163304086316,0.0040849988710446
2025-08-27 08:00:00,0.0,0.0,,,14.127011494252876,0.0
