Time,rsr-backend - Gen 0 GC,rsr-backend - Gen 1 GC,rsr-backend - Gen 2 GC,rsr-reports - Gen 0 GC,rsr-reports - Gen 1 GC,rsr-reports - Gen 2 GC
2025-08-30 02:30:00,,,,43929.39649122807,3979.8140350877193,101.60701754385964
2025-08-30 02:45:00,3018.2851851851847,273.5333333333333,6.896296296296296,47119.94736842105,4269.382456140351,107.53333333333332
2025-08-30 03:00:00,,,,42777.9649122807,3876.1964912280696,98.79649122807017
2025-08-30 03:15:00,,,,,,
2025-08-30 03:30:00,3793.3625,343.68333333333334,16.458333333333332,43305.78380148148,3922.9721000246914,97.1324421111111
2025-08-30 03:45:00,,,,61829.19444469006,5602.290303064327,135.88870212865496
2025-08-30 04:00:00,,,,43923.73333333333,3979.754385964912,96.3859649122807
2025-08-30 04:15:00,415.2514285714286,37.60714285714285,1.1385714285714286,30084.698876375005,2727.0909313194447,66.53599405555556
2025-08-30 04:30:00,57128.07021733333,5182.248664088889,139.6880961037037,29814.263157894737,2702.280701754386,67.08070175438597
2025-08-30 04:45:00,,,,35200.82962962963,3189.437037037037,79.88148148148149
2025-08-30 05:00:00,,,,21376.79653411111,1937.7660638333332,47.928408833333336
2025-08-30 05:15:00,4226.496024888889,382.8502823111111,10.154536888888888,73731.34385964912,6681.929824561403,164.859649122807
2025-08-30 05:30:00,,,,54928.560940578485,4974.508872158731,123.32152538800706
2025-08-30 05:45:00,135.77266666666665,12.291,0.5843333333333334,35928.171756305564,3254.841110611112,80.46359869444446
2025-08-30 06:00:00,68.30612533333333,6.190387777777778,0.2222093333333333,28462.577089192982,2578.194744888889,65.74289533333332
2025-08-30 06:15:00,,,,41402.08070175439,3749.8035087719295,97.29473684210524
2025-08-30 06:30:00,,,,,,
2025-08-30 06:45:00,,,,3425.0061253333333,310.248748,6.218400222222223
2025-08-30 07:00:00,,,,14546.741841444444,1317.6241305925926,32.855318740740735
2025-08-30 07:15:00,,,,12968.290714285711,1174.805,31.157142857142865
2025-08-30 07:30:00,189.21829066666663,17.13612888888889,0.5353862222222222,31649.867184679013,2868.0334878456792,73.05355980864198
2025-08-30 07:45:00,,,,22688.063464292336,2055.968502305407,51.92432416755793
2025-08-30 08:00:00,,,,23530.58733591111,2132.8285779555554,40.179908355555554
2025-08-30 08:15:00,,,,39942.07666666668,3619.343333333333,118.91029411764708
