Time,delete,insert,release,savepoint,select,update
2025-08-29 08:30:00,0.0,0.0,,,12.144252873563218,0.0
2025-08-29 09:00:00,0.0,0.0,,,18.35229885057472,0.0
2025-08-29 09:30:00,0.0,0.0005747126436781,,,11.974712643678162,0.0
2025-08-29 10:00:00,0.0,0.0,,,13.91756132324881,0.0
2025-08-29 10:30:00,0.0,0.0,,,21.182758620689658,0.0005747126436781
2025-08-29 11:00:00,0.0,0.0,,,20.609770114942528,0.0
2025-08-29 11:30:00,0.0011494490690611,0.0017241736035917,,,10.308259251340832,0.0017241736035917
2025-08-29 12:00:00,0.0,0.0,,,15.788505747126438,0.0
2025-08-29 12:30:00,0.0,0.0,,,12.761494252873565,0.0
2025-08-29 13:00:00,0.0,0.0,,,13.347126436781611,0.0
2025-08-29 13:30:00,0.0,0.0,,,15.727011494252874,0.0
2025-08-29 14:00:00,0.0005747126436781,0.0017241379310344,,,12.05057471264368,0.0005747126436781
