Time,rsr-backend - Gen 0 GC,rsr-backend - Gen 1 GC,rsr-backend - Gen 2 GC,rsr-reports - Gen 0 GC,rsr-reports - Gen 1 GC,rsr-reports - Gen 2 GC
2025-08-28 14:30:00,29639.14736842105,2686.7122807017545,64.09122807017543,62295.46873228069,5644.385482561404,137.1967465146199
2025-08-28 14:45:00,,,,35940.28495411696,3255.837806853801,79.15022210526315
2025-08-28 15:00:00,15850.74497438307,1436.6094755386246,32.673006006349205,50799.72280701754,4602.245614035088,110.7894736842105
2025-08-28 15:15:00,127443.5360232157,11555.727165973856,254.25110718954247,53025.506018518514,4804.431759259259,115.77861111111108
2025-08-28 15:30:00,3444.1320343703705,312.2481777777778,12.43076622222222,79895.87120535671,7236.954565602339,175.08847061988303
2025-08-28 15:45:00,4159.76677837037,377.06071324444446,9.204245214814812,45394.1564351634,4114.703217568628,98.84474035294116
2025-08-28 16:00:00,69449.38245614035,6298.491228070176,142.32280701754385,34594.515789473684,3135.252631578948,75.95438596491228
2025-08-28 16:15:00,,,,12492.635087719298,1131.3228070175437,28.17543859649123
2025-08-28 16:30:00,716.5961111111111,64.97500000000001,1.9516666666666669,29527.36970836928,2675.301151875817,65.75127271568627
2025-08-28 16:45:00,19843.85435627513,1800.4385640846558,62.645185185185184,76385.66315789474,6920.354385964912,166.83508771929826
2025-08-28 17:00:00,934.0238928888888,84.66171066666666,2.1841253333333337,53184.5298245614,4819.1438596491225,116.46666666666668
2025-08-28 17:15:00,,,,18749.485,1698.579761904762,41.67428571428571
2025-08-28 17:30:00,14316.031578947368,1195.354385964912,30.1719298245614,68654.3894736842,6220.038596491228,150.01052631578946
2025-08-28 17:45:00,4249.762962962964,385.41481481481486,10.65925925925926,85191.27368421052,7718.270175438596,188.3473684210526
2025-08-28 18:00:00,,,,29257.768333333333,2650.2310416666664,64.05854166666667
2025-08-28 18:15:00,44989.2025357926,4080.941288088889,81.73830717037038,37337.333333333336,3382.0491228070173,85.94035087719298
2025-08-28 18:30:00,,,,20217.94074074074,1831.7111111111112,46.94074074074074
2025-08-28 18:45:00,,,,2483.5794871794874,225.0307692307692,5.661538461538462
2025-08-28 19:00:00,29792.610526315788,2701.715789473684,65.22456140350877,75467.52631578947,6836.789473684211,171.40701754385964
2025-08-28 19:15:00,,,,39147.23703703704,3545.603703703704,87.42222222222223
2025-08-28 19:30:00,730.2183359999999,66.17844444444444,2.3314497777777783,29598.905,2681.8225,65.19404761904762
2025-08-28 19:45:00,15517.080701754385,1406.880701754386,37.59298245614035,26831.22456140351,2430.5087719298244,59.69473684210526
2025-08-28 20:00:00,73697.1298245614,6682.466666666666,191.7824561403509,74829.69122807017,6778.919298245613,162.9157894736842
2025-08-28 20:15:00,,,,33357.6686251574,3022.284569800925,73.2709470972222
