Time,95% - delete ,95% - insert ,95% - release ,95% - savepoint ,95% - select ,95% - update ,99% - delete ,99% - insert ,99% - release ,99% - savepoint ,99% - select ,99% - update 
2025-08-30 14:30:00,0.02425,0.2424999999999999,,,0.0367899659863944,0.0047499999999999,0.0248499999999999,0.2484999999999999,,,0.294941860465115,0.0049499999999999
2025-08-30 14:45:00,,,,,0.0232074999999999,,,,,,0.1704999999999998,
2025-08-30 15:00:00,,,,,0.0243489010989011,,,,,,0.2376400000000014,
2025-08-30 15:15:00,0.00475,,,,0.0253871391076114,,0.00495,,,,0.1948145161290314,
2025-08-30 15:30:00,,,,,0.0282431662870159,,,,,,0.1623849999999999,
2025-08-30 15:45:00,,,,,0.0337259615384614,,,,,,0.2269155844155826,
2025-08-30 16:00:00,,,,,0.0176808731808731,,,,,,0.1442888888888895,
2025-08-30 16:15:00,,,,,0.0371697154471544,,,,,,0.2416428571428568,
2025-08-30 16:30:00,,,,,0.0388205128205126,,,,,,0.2373877551020407,
2025-08-30 16:45:00,,,,,0.0289602376599634,,,,,,0.1895537974683532,
2025-08-30 17:00:00,,,,,0.0237437499999999,,,,,,0.1123974358974379,
2025-08-30 17:15:00,,,,,0.0242203237410071,,,,,,0.1695346534653458,
2025-08-30 17:30:00,,,,,0.0293140889830508,,,,,,0.2035664556962024,
2025-08-30 17:45:00,,,,,0.0425147058823529,,,,,,0.3818421052631542,
2025-08-30 18:00:00,0.0047499999999999,0.0047499999999999,,,0.0281698430493274,0.02425,0.0049499999999999,0.0049499999999999,,,0.2019892086330957,0.0248499999999999
2025-08-30 18:15:00,,,,,0.0335953177257524,,,,,,0.2113857142857144,
2025-08-30 18:30:00,,,,,0.0283350951374206,,,,,,0.1810916030534349,
2025-08-30 18:45:00,,0.0235,,,0.0219287330316742,,,0.0247,,,0.1041095890410973,
2025-08-30 19:00:00,,,,,0.0246766509433962,,,,,,0.0932410714285708,
2025-08-30 19:15:00,0.00475,0.00475,,,0.0224600202429149,0.0975,0.00495,0.00495,,,0.1175222929936277,0.0995
2025-08-30 19:30:00,,,,,0.0241217948717948,,,,,,0.1712808219178088,
2025-08-30 19:45:00,,,,,0.0337821691176471,,,,,,0.2301145833333352,
2025-08-30 20:00:00,,,,,0.0247094861660079,,,,,,0.157838509316769,
2025-08-30 20:15:00,,,,,0.0410361842105262,,,,,,0.3559523809523884,
