Time,rsr-backend - 100mb growth,rsr-backend - 10mb growth,rsr-backend - 50mb growth,rsr-reports - 10mb growth,rsr-reports - 50mb growth
2025-08-30 14:30:00,0.0,56.901245053053046,10.160936616616617,633.4311575720418,0.0
2025-08-30 14:45:00,,25.31645569620253,0.0,551.2970711297071,0.0
2025-08-30 15:00:00,0.0,43.54430379746836,6.075949367088608,455.8995815899581,0.0
2025-08-30 15:15:00,0.0,36.4,6.24,416.73640167364016,0.0
2025-08-30 15:30:00,0.0,33.110432323232324,6.208206060606061,391.6317991631799,0.0
2025-08-30 15:45:00,0.0,28.000000000000004,6.461538461538463,372.3826892014519,0.0
2025-08-30 16:00:00,0.0,18.07531380753138,2.00836820083682,433.8075313807531,0.0
2025-08-30 16:15:00,0.0,21.588235294117645,3.1764705882352944,399.6652719665272,0.0
2025-08-30 16:30:00,0.0,26.625,4.2,397.6569037656904,0.0
2025-08-30 16:45:00,0.0,26.59523809523809,4.190476190476191,399.4870097785285,0.0
2025-08-30 17:00:00,,7.148936170212766,2.042553191489361,359.4979079497908,0.0
2025-08-30 17:15:00,,22.660944206008583,3.0901287553648067,384.400259652749,0.0
2025-08-30 17:30:00,,24.366967154471546,4.233387967479675,458.9121338912134,0.0
2025-08-30 17:45:00,,22.75,3.25,491.0460251046025,0.0
2025-08-30 18:00:00,1.6437718170755928,24.642857142857142,4.285714285714286,502.22006860155847,0.0
2025-08-30 18:15:00,,7.0,2.333333333333333,524.1434493723849,0.0
2025-08-30 18:30:00,,2.615480888888889,2.615480888888889,472.9411764705882,0.0
2025-08-30 18:45:00,0.0,7.305197849462365,6.261598156682028,458.9121338912134,0.0
2025-08-30 19:00:00,0.0,12.849802409638553,4.283267469879518,508.11715481171547,0.0
2025-08-30 19:15:00,0.0,21.0,4.2,586.6748171898356,0.0
2025-08-30 19:30:00,0.0,21.0,4.2,628.3842576271186,0.0
2025-08-30 19:45:00,,19.030837004405285,1.0572687224669604,666.0219469246339,0.0
2025-08-30 20:00:00,,22.58333333333333,3.255321452145215,726.2990864987519,0.0
2025-08-30 20:15:00,,18.642181005586597,4.142706890130354,665.4912767676768,0.0
