Time,delete,insert,release,savepoint,select,update
2025-08-29 14:30:00,0.0,0.0,,,17.274137931034485,0.0
2025-08-29 15:00:00,0.0,0.0,,,10.827011494252874,0.0
2025-08-29 15:30:00,0.0,0.0,,,14.935057471264368,0.0
2025-08-29 16:00:00,0.0005747126436781,0.0005747126436781,,,6.005172413793104,0.0005747126436781
2025-08-29 16:30:00,0.0,0.0005747126436781,,,12.201724137931034,0.0
2025-08-29 17:00:00,0.0,0.0,,,17.329310344827586,0.0
2025-08-29 17:30:00,0.0005747245345305,0.0005747245345305,,,15.918720157428544,0.0005747245345305
2025-08-29 18:00:00,0.0,0.0,,,15.544827586206898,0.0
2025-08-29 18:30:00,0.0,0.0,,,13.190229885057471,0.0
2025-08-29 19:00:00,0.0,0.0,,,15.68448275862069,0.0
2025-08-29 19:30:00,0.0,0.0,,,19.317241379310342,0.0
2025-08-29 20:00:00,0.0,0.0,,,12.283908045977013,0.0
