Time,rsr-backend - Gen 0 GC,rsr-backend - Gen 1 GC,rsr-backend - Gen 2 GC,rsr-reports - Gen 0 GC,rsr-reports - Gen 1 GC,rsr-reports - Gen 2 GC
2025-08-30 20:30:00,,,,,,
2025-08-30 20:45:00,,,,3563.3915179999995,322.75700666666665,7.938807777777777
2025-08-30 21:00:00,,,,13787.351303753088,1249.0831865679013,30.535377975308645
2025-08-30 21:15:00,162.05,14.66,0.455,26894.76428571429,2435.9964285714286,60.496428571428574
2025-08-30 21:30:00,0.3606257777777778,0.0346755555555555,0.0069351111111111,11088.89442982716,1004.6043284197532,24.57536288888889
2025-08-30 21:45:00,181.00192755555557,16.38094,0.4774044444444445,33829.807972069444,3064.708475875,76.71594551388888
2025-08-30 22:00:00,102.32291666666669,9.285833333333334,0.335,28214.62142857143,2556.0071428571428,64.80357142857143
2025-08-30 22:15:00,150.13000000000002,13.579166666666667,0.47,18940.106242238093,1715.846654349206,44.75467455555555
2025-08-30 22:30:00,783.0755555555555,70.97333333333331,2.037422303030304,44276.67448847954,4010.4357258830414,100.99347198830412
2025-08-30 22:45:00,,,,19986.977722085478,1810.7525505771748,46.1789732428356
2025-08-30 23:00:00,,,,18605.6105,1684.680833333333,40.524833333333326
2025-08-30 23:15:00,0.3071146666666667,0.0383893333333333,0.0191946666666666,36811.91228070176,3333.9333333333334,81.9017543859649
2025-08-30 23:30:00,160.6315789473684,14.550877192982457,0.1789473684210526,36318.46666666667,3290.5578947368417,81.6561403508772
2025-08-30 23:45:00,48.8,4.416666666666667,0.145,31963.445614035085,2895.298245614035,77.12631578947368
2025-08-31 00:00:00,,,,33212.73961641481,3008.7423186666665,73.76468013333334
2025-08-31 00:15:00,144.22576118518515,13.079637185185184,0.4577108148148147,31094.562359444448,2817.132623311111,65.42640864444444
2025-08-31 00:30:00,,,,19941.84147776389,1806.7039921666667,44.05756804166667
2025-08-31 00:45:00,294.6265822222222,26.6847472,0.7353248,22790.08648102469,2064.87033217284,52.05330908641976
2025-08-31 01:00:00,66.89,6.059166666666666,0.195,28189.218055555557,2553.008611111111,63.56638888888888
2025-08-31 01:15:00,204.8855555555556,18.56833333333333,0.6066666666666667,19152.590503571428,1734.7316236825395,35.22660863492064
2025-08-31 01:30:00,362.3958333333333,32.8175,1.0141666666666669,25351.031578947368,2296.9473684210525,67.42456140350876
2025-08-31 01:45:00,116.28491997998113,10.531751061187416,0.3445597508758271,20077.675288740746,1819.3916825185183,46.6401632962963
2025-08-31 02:00:00,0.8666666666666667,0.08,0.0066666666666666,50791.63157894737,4602.747368421053,115.10175438596492
2025-08-31 02:15:00,208.85222222222225,18.91444444444444,0.3038888888888889,25156.80461538461,2279.2143589743587,41.58358974358974
