Time,delete,insert,release,savepoint,select,update
2025-08-30 08:30:00,0.0,0.0,,,19.173563218390804,0.0
2025-08-30 09:00:00,0.0,0.0,,,16.302298850574715,0.0
2025-08-30 09:30:00,0.0,0.0005747126436781,,,19.481034482758623,0.0
2025-08-30 10:00:00,0.0,0.0017241379310344,,,15.28448275862069,0.0011494252873563
2025-08-30 10:30:00,0.0011494252873563,0.0011494252873563,,,22.04712643678161,0.0011494252873563
2025-08-30 11:00:00,0.0,0.0,,,10.864942528735632,0.0
2025-08-30 11:30:00,0.0,0.0,,,16.531376511238165,0.0
2025-08-30 12:00:00,0.0,0.0,,,28.08736272704493,0.0
2025-08-30 12:30:00,0.0005747126436781,0.0011494252873563,,,12.027011494252877,0.0005747126436781
2025-08-30 13:00:00,0.0,0.0,,,15.183333333333335,0.0
2025-08-30 13:30:00,0.0,0.0,,,9.618390804597702,0.0
2025-08-30 14:00:00,0.0,0.0017241379310344,,,22.959770114942533,0.0
