Time,rsr-backend - 100mb growth,rsr-backend - 10mb growth,rsr-backend - 50mb growth,rsr-reports - 10mb growth,rsr-reports - 50mb growth
2025-08-29 02:30:00,49.41176470588235,352.4686192468619,101.4225941422594,1047.3640167364017,0.0
2025-08-29 02:45:00,44.72131147540984,283.3774509803921,100.48529411764706,967.0292887029289,0.0
2025-08-29 03:00:00,45.41683377105887,315.31380753138075,111.4644351464435,888.7029288702928,0.0
2025-08-29 03:15:00,75.91344238258878,406.6036590244906,158.01181798724016,1065.5334952453684,0.0
2025-08-29 03:30:00,49.49225949709865,366.546166270298,113.79043073775732,1034.3096234309623,0.0
2025-08-29 03:45:00,51.68041983966223,471.8610105263158,136.24836842105262,1037.2628030683404,0.0
2025-08-29 04:00:00,70.62944776061627,518.9609774885274,183.0443757808372,974.1269910739192,0.0
2025-08-29 04:15:00,39.49473209109731,397.71908571428565,128.23061587301586,844.833454991808,0.0
2025-08-29 04:30:00,59.5181581297477,437.8092365781711,157.28954336283186,824.4351464435146,0.0
2025-08-29 04:45:00,95.7983193277311,460.9205020920502,191.79916317991632,912.8033472803348,0.0
2025-08-29 05:00:00,66.78571428571429,429.6988962630792,142.89751031390134,969.0376569037657,0.0
2025-08-29 05:15:00,68.13157665768374,439.8326359832636,147.61506276150627,1029.2887029288702,0.0
2025-08-29 05:30:00,42.55323715846995,308.6520465501711,106.91868279188937,1081.868221841669,0.0
2025-08-29 05:45:00,2.0991168628855763,152.57214491193534,33.56587188062578,903.5625711558632,0.0
2025-08-29 06:00:00,6.298096803652969,63.99369331436699,26.41009565354828,878.696873010728,0.0
2025-08-29 06:15:00,5.320928721174004,32.91467325102881,17.485920164609055,686.129262777486,0.0
2025-08-29 06:30:00,5.454545454545454,25.411764705882355,15.882352941176473,566.3276993993994,0.0
2025-08-29 06:45:00,4.4,42.2212643902439,17.957346016260164,660.508602631579,0.0
2025-08-29 07:00:00,,22.33208366013072,4.245072212319271,524.18410041841,0.0
2025-08-29 07:15:00,,25.52795907590759,5.540498349834984,541.9266055045872,0.0
2025-08-29 07:30:00,,23.466666666666665,6.4,468.1619909462616,0.0
2025-08-29 07:45:00,,9.35064935064935,2.0779220779220777,331.3807531380753,0.0
2025-08-29 08:00:00,,35.95128936170212,1.0582387150604922,440.836820083682,0.0
2025-08-29 08:15:00,,33.888888888888886,0.0,464.936974789916,0.0
