Time,delete,insert,release,savepoint,select,update
2025-08-29 02:30:00,0.0,0.0005747126436781,,,34.59310344827587,0.0
2025-08-29 03:00:00,0.0,0.0,,,41.06494252873564,0.0
2025-08-29 03:30:00,0.0005747126436781,0.0005747126436781,,,14.864942528735634,0.0005747126436781
2025-08-29 04:00:00,0.0,0.0,,,11.914367816091955,0.0
2025-08-29 04:30:00,0.0,0.0,,,17.940229885057473,0.0
2025-08-29 05:00:00,0.0,0.0,,,12.386206896551723,0.0
2025-08-29 05:30:00,0.0011494490690611,0.0028736226726529,,,25.38730686382017,0.0051725208107753
2025-08-29 06:00:00,0.0,0.0005747126436781,,,13.953448275862067,0.0
2025-08-29 06:30:00,0.0,0.0,,,7.95919540229885,0.0
2025-08-29 07:00:00,0.0005747126436781,0.0005747126436781,,,17.495402298850575,0.0005747126436781
2025-08-29 07:30:00,0.0,0.0,,,13.169812708768688,0.0
2025-08-29 08:00:00,0.0,0.0,,,13.729885057471266,0.0
